,MSOA_name,MSOA_code,Rec_obesity,Rec_overweight,Y6_obesity,Y6_overweight,Sum,L1 L2 and L3,L4 L5 and L6,L7,L8 and L9,L10 and L11,L12,L13,L14.1 and L14.2,L15,All households,not deprived,deprived in one,deprived in two,deprived in three,deprived in four
23,Bolton 024,E02001007,8.510638298,25.53191489,26.76056338,43.66197183,2494,11.467522052927025,20.44907778668805,15.477145148356056,11.547714514835604,8.901363271852446,12.068965517241379,15.156375300721733,4.490777866880514,0.4410585404971933,4390.0,44.1002277904328,35.48974943052392,16.21867881548975,4.07744874715262,0.11389521640091116
24,Bolton 025,E02001008,12.5,18.75,27.0,40.0,2037,4.66372115856652,10.505645557191949,8.689248895434462,18.311242022582228,4.761904761904762,15.463917525773196,21.698576337751597,14.334806087383406,1.5709376534118802,2830.0,27.243816254416963,37.985865724381625,24.381625441696116,9.681978798586572,0.7067137809187279
25,Bolton 026,E02001009,10.86956522,19.56521739,24.24242424,36.36363636,1789,9.558412520961431,16.26607043040805,11.514812744550028,14.03018446059251,6.484069312465064,14.70095025153717,19.228619340413637,7.3225265511458915,0.8943543879262158,2980.0,38.38926174496644,36.711409395973156,19.731543624161073,4.865771812080537,0.30201342281879195
26,Bolton 027,E02001010,14.58333333,29.16666667,27.5862069,39.65517241,1611,7.014276846679081,13.594040968342643,11.669770328988207,16.821849782743637,7.200496585971446,15.207945375543142,17.690875232774676,10.05586592178771,0.74487895716946,2487.0,37.11298753518295,36.18817852834741,19.70245275432248,6.67470848411741,0.32167269802975473
27,Bolton 028,E02001011,8.0,20.0,19.35483871,32.25806452,2527,19.94459833795014,28.729719034428175,12.069647803719825,12.97981796596755,6.7669172932330826,7.597942223981005,8.982983775227543,2.295211713494262,0.6331618519984171,4233.0,55.9177888022679,31.06543822348216,11.1268603827073,1.795416961965509,0.09449562957713206
28,Bolton 029,E02001012,10.20408163,22.44897959,24.70588235,42.35294118,2156,8.070500927643785,16.743970315398887,10.760667903525047,18.228200371057515,6.771799628942486,13.311688311688311,18.320964749536177,6.8645640074211505,0.927643784786642,2982.0,38.22937625754527,37.223340040241446,19.55063715627096,4.560697518443997,0.4359490274983233
29,Bolton 030,E02001013,13.04347826,21.73913043,17.07317073,34.14634146,1507,17.98274717982747,27.93629727936297,12.209688122096882,14.465826144658262,5.972130059721301,8.161911081619111,8.29462508294625,3.9150630391506307,1.06171201061712,2498.0,52.56204963971177,32.105684547638106,12.890312249799841,2.401921537229784,0.040032025620496396
30,Bolton 031,E02001014,9.523809524,23.80952381,26.41509434,39.62264151,2225,11.820224719101123,23.0561797752809,11.595505617977528,11.415730337078651,7.370786516853933,12.089887640449438,16.808988764044944,5.348314606741573,0.4943820224719101,3783.0,43.08749669574412,32.725350251123444,17.975151995770553,5.92122653978324,0.2907745175786413
31,Bolton 032,E02001015,11.11111111,22.22222222,29.09090909,47.27272727,1986,8.207452165156093,17.472306143001006,12.789526686807653,10.020140986908359,7.905337361530715,14.8539778449144,19.436052366565963,8.157099697885197,1.1581067472306144,3860.0,36.94300518134715,35.129533678756474,20.647668393782386,7.020725388601036,0.2590673575129534
32,Bolton 033,E02001016,10.0,26.0,24.70588235,43.52941176,2269,4.9801674746584395,16.43895989422653,12.604671661524902,10.00440722785368,6.478624944909652,16.394887615689733,21.903922432789773,9.211106214191274,1.9832525341560159,3341.0,34.57048787788087,33.43310386111942,23.346303501945524,8.051481592337623,0.598623166716552
33,Bolton 034,E02001017,10.90909091,25.45454545,23.75,40.0,2789,12.477590534241664,22.947292936536392,12.441735389028326,12.119039082108282,7.959842237361062,11.939763356041592,15.38185729652205,4.37432771602725,0.35855145213338113,4661.0,46.55653293284703,33.29757562754774,15.618965887148681,4.419652435099764,0.10727311735679039
34,Bolton 035,E02001018,11.11111111,25.0,17.85714286,32.14285714,2120,18.443396226415093,27.500000000000004,11.69811320754717,12.971698113207546,7.3584905660377355,8.49056603773585,10.754716981132075,2.547169811320755,0.2358490566037736,3108.0,54.08622908622909,32.496782496782494,11.422136422136422,1.8661518661518661,0.1287001287001287
35,Bury 001,E02001019,9.375,28.125,16.66666667,30.95238095,2318,21.958584987057808,29.11993097497843,10.267471958584986,11.906816220880069,5.565142364106989,7.765314926660914,10.051768766177739,2.5884383088869716,0.7765314926660914,4073.0,54.30886324576479,30.493493739258533,11.80947704394795,3.314510189049841,0.07365578197888534
36,Bury 002,E02001020,10.52631579,21.05263158,20.0,32.0,1370,26.78832116788321,31.02189781021898,10.437956204379562,12.116788321167883,4.671532846715328,7.153284671532846,5.328467153284672,2.2627737226277373,0.21897810218978103,2507.0,57.83805345033905,32.11009174311927,8.655763861188671,1.3562026326286398,0.03988831272437176
37,Bury 003,E02001021,,18.51851852,10.34482759,20.68965517,1942,28.218331616889802,30.587023686920702,10.50463439752832,13.388259526261587,5.406797116374872,5.200823892893924,4.994850669412976,1.3388259526261586,0.3604531410916581,3176.0,58.6272040302267,31.54911838790932,8.34382871536524,1.2279596977329974,0.2518891687657431
38,Bury 004,E02001022,8.333333333,19.44444444,30.55555556,47.22222222,1994,15.646940822467403,24.924774322968908,11.384152457372117,13.590772316950853,6.168505516549649,10.732196589769307,11.9358074222668,4.613841524573721,1.0030090270812437,3369.0,44.434550311665184,36.420302760463045,15.464529533986346,3.324428613831998,0.3561887800534283
39,Bury 005,E02001023,9.523809524,14.28571429,19.23076923,30.76923077,1420,18.30985915492958,24.15492957746479,10.070422535211268,12.816901408450704,5.915492957746479,10.774647887323944,11.267605633802818,5.422535211267605,1.267605633802817,2319.0,48.253557567917206,34.88572660629582,12.677878395860285,3.9241052177662787,0.258732212160414
40,Bury 006,E02001024,6.25,21.875,16.12903226,25.80645161,2110,16.682464454976305,28.34123222748815,11.800947867298579,12.464454976303317,8.862559241706162,8.625592417061611,10.4739336492891,2.085308056872038,0.6635071090047393,3376.0,54.56161137440758,32.31635071090048,11.285545023696683,1.7772511848341233,0.05924170616113744
41,Bury 007,E02001025,12.5,27.5,27.08333333,43.75,2081,8.409418548774628,16.578567996155694,9.99519461797213,10.283517539644402,6.919750120134551,16.818837097549256,18.740989908697742,10.716001922152811,1.5377222489187892,3426.0,34.50087565674256,34.90951546993578,21.978984238178633,8.085230589608873,0.5253940455341506
